whiskey,Match_1,Reco_1,Match_2,Reco_2,Match_3,Reco_3,Match_4,Reco_4,Match_5,Reco_5,Match_6,Reco_6,Match_7,Reco_7,Match_8,Reco_8,Match_9,Reco_9,Match_10,Reco_10,Match_11,Reco_11,Match_12,Reco_12,Match_13,Reco_13,Match_14,Reco_14,Match_15,Reco_15,Match_16,Reco_16,Match_17,Reco_17,Match_18,Reco_18,Match_19,Reco_19,Match_20,Reco_20
Clynelish 14,0.9416919808482385,Oban 14,0.9345992410182539,Arran 14,0.9236096607369645,Old Pulteney 12,0.915448556163191,Tobermory 10,0.9115767169615951,Johnnie Walker Green Label,0.9109577736822841,Bruichladdich The Laddie Ten,0.9066461681407822,Arran 10,0.9044369760852587,Bunnahabhain 12,0.9041910116372335,Cragganmore 12,0.8907192572247044,Springbank 10,0.8890900645890067,Old Pulteney 21,0.8871753443976482,Springbank 15,0.8866562186669642,Highland Park 12,0.8756693344692876,Talisker 18,0.8693709242910623,Benromach 10,0.8667369923918066,AnCnoc 12,0.8661815322665576,Highland Park 18,0.8659378972485392,Dalwhinnie 15,0.8631321197421877,Bunnahabhain 18,0.8629261477942721,Glenmorangie 10 Original
Glenmorangie Nectar D'Or 12,0.9006058445171269,Glenmorangie 10 Original,0.8960151924422617,Glenmorangie Artein,0.873218132334922,Arran Sauternes Cask Finish,0.8725910804524355,Auchentoshan Valinch,0.8641456337148834,Arran 14,0.8474488222156151,Glenlivet 12,0.8461770092486673,Balvenie 12 Doublewood,0.8457550230745041,Glenlivet 16 Nadurra,0.8454674485554463,Glenmorangie 18,0.8451887520833338,Glenlivet 15 French Oak Reserve,0.8424957386730247,AnCnoc 12,0.8409424676123187,Balvenie 14 Caribbean Cask,0.8386467316915514,Arran 10,0.8380830488749367,Glenkinchie 12,0.8330340397688845,Glenfarclas 12,0.8308220915001434,Macallan 10 Fine Oak,0.826986232646276,Aberfeldy 12,0.8202688074904627,Glenmorangie 12 Quinta Ruban,0.8190299605263434,Cragganmore 12,0.8186403392786599,Glenlivet 18
Glenfarclas 12,0.9478540886428406,Aberlour 10,0.9358421085229778,GlenDronach 12 Original,0.9356732217601343,Macallan 12 Sherry,0.9353922857385053,Aberlour 12 Non Chill Filtered,0.9348378316130237,Aberlour 12 Double Cask Matured,0.9269079499674278,Glenfiddich 15,0.9224095866917189,Balvenie 12 Doublewood,0.9216737432510766,Glenfarclas 105 Cask Strength,0.9210891010798795,Glenfarclas 17,0.9167959555384717,Glenmorangie Lasanta,0.911661244431811,Aberlour 16,0.9038026705643939,Glenfarclas 15,0.8987626111098777,Glenlivet 18,0.8987202075258758,Aberlour A'bunadh batch #45,0.8957306814919028,Tomatin 12,0.8925117506296427,Macallan Sherry Cask Strength,0.891257249736919,Bunnahabhain 12,0.8905224809030918,Glenfiddich 18,0.8874277167166843,Glenfarclas 10,0.8865956931783876,Balvenie 15 Single Barrel Sherry Cask
Elmer T. Lee,0.9621457693994143,Wild Turkey 101,0.961049447931896,Colonel E.H. Taylor Small Batch,0.9586867604798665,Eagle Rare 10,0.9566975680732502,Blanton's Original Single Barrel,0.956464197532231,Buffalo Trace,0.9417310365956519,Woodford Reserve Distiller's Select,0.9413813619235263,Elijah Craig 12,0.9412179084690164,Colonel E.H. Taylor Single Barrel,0.9405029232087293,Four Roses Small Batch,0.938545628531471,Four Roses Single Barrel,0.9380754737502284,Blanton's Straight from the Barrel,0.9364369256930917,Henry McKenna 10 Single Barrel,0.9334514580998066,W.L. Weller 12,0.9327355694571166,Michter's 10 Bourbon,0.9300396330315305,Wild Turkey Rare Breed,0.9285680648775266,Evan Williams Black Label,0.9269665263752209,Old Grand Dad 114,0.9239448618784885,Colonel E.H. Taylor Barrel Proof,0.9201088218899924,Russell's Reserve Single Barrel Bourbon,0.9184745267037419,Old Grand Dad 100 Bottled in Bond
Benromach 10,0.9307298566974457,Highland Park 12,0.9271077037144635,Amrut Fusion,0.9243156639834746,Springbank 15,0.9240035856052673,Springbank 10,0.9206679791337351,Highland Park 18,0.9020608330276829,Johnnie Walker Green Label,0.8993896859016068,Bunnahabhain 12,0.8958481841335963,Highland Park Dark Origins,0.8857435167285899,Bruichladdich Port Charlotte Scottish Barley,0.8791839897539568,Benromach 10 100 Proof,0.8791511287232112,Oban 14,0.8753902369061444,Lagavulin 16,0.8730474177710947,Ardbeg Uigeadail,0.8704517127477952,Longrow Peated,0.8689591181286627,Bowmore 15 Laimrig,0.8689043407610517,Lagavulin 12,0.8661981130839171,Lagavulin 8,0.8627170119187823,Talisker 18,0.8619309175183647,Kilchoman Sanaig,0.8613726984952234,Kilchoman Machir Bay
Laphroaig Cairdeas 2013 Portwood,0.9382608883472016,BenRiach 17 Solstice,0.9045643361104352,Ardbeg Ardbog,0.902378742146835,Ardbeg Uigeadail,0.8998086524344062,Lagavulin 12,0.8994432224501524,Longrow Red 11 Fresh Port Cask,0.8961300173172526,Laphroaig Cairdeas 2016 Madeira,0.8948767863253977,Lagavulin 16,0.8846892500622218,Laphroaig 18,0.881647126067736,BenRiach 12 Importanticus Fumosus,0.8785690516812596,Laphroaig 10,0.8767802120180017,Laphroaig 10 Cask Strength,0.8765696623545314,Kilchoman Port Cask Matured,0.8758069458060815,Ardbeg 10,0.87545258738956,Caol Ila 12,0.8689250087929038,Ardbeg Corryvreckan,0.8685926609067404,Laphroaig Quarter Cask,0.8678278981453103,Bruichladdich Port Charlotte Scottish Barley,0.8656375973150268,Kilchoman Machir Bay,0.8642911559148883,Laphroaig Triplewood,0.8632461673437202,Talisker Port Ruighe
Henry McKenna 10 Single Barrel,0.9412596540905237,Elijah Craig 12,0.9379720651811708,Knob Creek Single Barrel Reserve,0.9365698717534277,Elmer T. Lee,0.9358389760519965,Evan Williams White Label Bottled in Bond,0.9357821647580402,Eagle Rare 10,0.9337113692491937,Blanton's Straight from the Barrel,0.9332296665663478,Wild Turkey 101,0.9324208796102584,Colonel E.H. Taylor Barrel Proof,0.9304137789349025,Booker's Bourbon,0.930350381511578,Noah's Mill,0.9288095551269723,W.L. Weller 12,0.9271543316413864,Colonel E.H. Taylor Single Barrel,0.927109638945226,Wild Turkey Rare Breed,0.9258220885459227,Old Grand Dad 114,0.9191922336806121,Blanton's Original Single Barrel,0.9151766796783478,Michter's 10 Bourbon,0.9146170927239209,Elijah Craig Barrel Proof,0.9146167460876925,Colonel E.H. Taylor Small Batch,0.9143419996457021,Old Ezra 101,0.9135265843070972,Orphan Barrel Barterhouse 20
GlenDronach 15 Revival,0.9538703166789775,Macallan Sherry Cask Strength,0.9536892944313711,GlenDronach 21 Parliament,0.9508562230143061,Glenfarclas 105 Cask Strength,0.9352090346783302,GlenDronach 12 Original,0.9264497148990811,Kavalan Solist Sherry,0.9245905653524713,Aberlour 12 Non Chill Filtered,0.9241881337574233,Macallan 12 Sherry,0.9191780426494958,Glengoyne 21,0.9185280358767972,Aberlour A'bunadh batch #47,0.9182166427053122,Aberlour A'bunadh batch #45,0.9162632562536273,BenRiach 12 Sherry Matured,0.91589824349829,Glenfarclas 25,0.9148721362227527,Glenmorangie Lasanta,0.9135462778423276,Glenfarclas 15,0.9078518098982493,Dalmore 15,0.9076772321066623,Auchentoshan Three Wood,0.9072549745895402,Bunnahabhain 18,0.9043011500844645,Glenfarclas 12,0.9042964756715759,Benrinnes 14 1999 Lady of the Glen,0.903610287603529,Aberlour 18
Booker's Bourbon,0.9443519627315763,Wild Turkey Rare Breed,0.9432818216071552,Knob Creek Single Barrel Reserve,0.942977456793194,Baker's 107,0.9371538113531455,Old Grand Dad 114,0.9303861502634296,Elijah Craig 12,0.9290080388809396,Henry McKenna 10 Single Barrel,0.928878410749274,Knob Creek 9 Small Batch,0.9278078323692639,Eagle Rare 10,0.9256730131696119,Russell's Reserve Single Barrel Bourbon,0.9237744098057543,Buffalo Trace,0.9224764382036758,Stagg Jr.,0.9199651097939607,Wild Turkey 101,0.9182712609722257,Woodford Reserve Distiller's Select,0.913547292113422,Elmer T. Lee,0.9121066580923975,Colonel E.H. Taylor Small Batch,0.910548575680674,Four Roses Single Barrel,0.9064775486972483,W.L. Weller 12,0.9053148136390199,Elijah Craig Barrel Proof,0.9032915221545045,Blanton's Original Single Barrel,0.8999293186955641,Blanton's Straight from the Barrel
Old Grand Dad 114,0.9519083884913834,Wild Turkey 101,0.949905295840964,Old Grand Dad 100 Bottled in Bond,0.9413692597859006,Wild Turkey Rare Breed,0.9410612649661343,Four Roses Single Barrel,0.9350666871444684,Booker's Bourbon,0.9298211300843868,Blanton's Original Single Barrel,0.9270902673521594,Colonel E.H. Taylor Small Batch,0.9253545495600414,Elmer T. Lee,0.9226695219079866,Baker's 107,0.920982263478892,Henry McKenna 10 Single Barrel,0.9195047455850245,Russell's Reserve Single Barrel Bourbon,0.9179906104287299,Bulleit Bourbon,0.917002655099973,Blanton's Straight from the Barrel,0.9150879524919057,Buffalo Trace,0.9124032556061235,Knob Creek Single Barrel Reserve,0.9112239174306893,Four Roses Small Batch,0.9108865953109091,Woodford Reserve Distiller's Select,0.9100844370443675,Noah's Mill,0.9097103519301496,Basil Hayden's,0.9094952085568262,1792 Full Proof
Eagle Rare 10,0.959887600000884,Elmer T. Lee,0.949533919317852,Elijah Craig 12,0.9439184598789891,Colonel E.H. Taylor Small Batch,0.9419535867634852,Buffalo Trace,0.9405519645149751,W.L. Weller 12,0.9378341062347604,Wild Turkey 101,0.9343686448045386,Henry McKenna 10 Single Barrel,0.9281656774407099,Booker's Bourbon,0.9273806867684296,Woodford Reserve Distiller's Select,0.9253888867574438,Stagg Jr.,0.9247494162631147,Blanton's Original Single Barrel,0.9236385128067753,Elijah Craig Barrel Proof,0.9220237505331756,Wild Turkey Rare Breed,0.9161826032900964,Evan Williams White Label Bottled in Bond,0.9132861315269514,Four Roses Single Barrel,0.9119767435518574,Orphan Barrel Barterhouse 20,0.9087891945726901,Four Roses Small Batch,0.9085450540459744,Colonel E.H. Taylor Single Barrel,0.9085152479613854,Russell's Reserve Single Barrel Bourbon,0.9070412516850581,Michter's 10 Bourbon
Elijah Craig Barrel Proof,0.9319300332652545,Blanton's Straight from the Barrel,0.9318140998558575,Colonel E.H. Taylor Barrel Proof,0.9225733468706209,Eagle Rare 10,0.9171310403828252,Elijah Craig 12,0.9138808249841579,Stagg Jr.,0.9102368824132844,Henry McKenna 10 Single Barrel,0.9087966567140658,Wild Turkey Rare Breed,0.9070279486775453,Russell's Reserve Single Barrel Bourbon,0.9052947396832443,Booker's Bourbon,0.9047921025081601,Old Grand Dad 114,0.9017266184995716,Michter's 10 Bourbon,0.9014241542276298,Elijah Craig 18,0.8981914309621666,Elmer T. Lee,0.8965890830431318,Orphan Barrel Barterhouse 20,0.894124187735041,Old Forester 1920,0.8930078895403606,Noah's Mill,0.8918012740663971,Four Roses Small Batch Limited Edition 2013 125th Anniversary,0.8902862503417651,1792 Full Proof,0.8895693503966363,Wild Turkey 101,0.8869255794233191,George T. Stagg 2013
Glenfiddich 15,0.942546599956505,Glenfiddich 18,0.9372005640306087,Aberlour 12 Double Cask Matured,0.9330278609102434,Glenfarclas 12,0.9303259041255926,Balvenie 12 Doublewood,0.9299838772041618,Glenlivet 18,0.9167107042912002,Macallan 15 Fine Oak,0.909294579035137,Glenfarclas 15,0.906597145695362,Aberlour 16,0.9047742463818764,Aberlour 10,0.8935580479194338,Glenfarclas 17,0.8876580801027802,Aberlour 12 Non Chill Filtered,0.8874629207903909,Macallan 12 Sherry,0.8806543750975695,GlenDronach 12 Original,0.8771226429244663,Balvenie 17 Doublewood,0.8765365751508118,Glenfarclas 105 Cask Strength,0.8746777871316689,Tomatin 12,0.8740192226199616,Glenmorangie Lasanta,0.8699520074849534,Monkey Shoulder,0.8691103578006147,Glenfiddich 12,0.8659759155246504,Glenlivet 16 Nadurra
Macallan Sherry Cask Strength,0.9470160379591772,GlenDronach 15 Revival,0.9433046715479505,Glenfarclas 105 Cask Strength,0.9374478763556136,Macallan 12 Sherry,0.9205415634521487,Aberlour 12 Non Chill Filtered,0.916966582671525,GlenDronach 12 Original,0.911442962935293,Auchentoshan Three Wood,0.9112867761582197,Aberlour A'bunadh batch #45,0.9092981267825851,Glenmorangie Lasanta,0.89861093212758,Glenfarclas 12,0.8920007178323562,Macallan 18 Sherry,0.891969004550067,Aberlour 16,0.8895589539767799,GlenDronach 21 Parliament,0.8876209036657595,Aberlour A'bunadh batch #39,0.8859451821679712,Glenfarclas 40,0.8859447670865205,Tobermory 15,0.8832475364512999,Aberlour 18,0.8766887414656056,Kavalan Solist Sherry,0.876000255729612,Benrinnes 23,0.8737920538813891,Bruichladdich Black Art 2.2,0.8732984859601243,Aberlour A'bunadh batch #47
Elijah Craig 12,0.9529480028845545,Buffalo Trace,0.9454705168460377,Eagle Rare 10,0.942499054842553,Knob Creek 9 Small Batch,0.9412672695975866,Wild Turkey Rare Breed,0.9385900160447707,Woodford Reserve Distiller's Select,0.9371346577182693,Wild Turkey 101,0.936737358206849,Elmer T. Lee,0.9365813523664985,Henry McKenna 10 Single Barrel,0.9314996696335525,Colonel E.H. Taylor Barrel Proof,0.9270407870685244,Booker's Bourbon,0.9245317636357446,Orphan Barrel Barterhouse 20,0.9225532102560161,Colonel E.H. Taylor Small Batch,0.9195572899582838,Blanton's Original Single Barrel,0.9176001363780629,Four Roses Single Barrel,0.9173492421832214,W.L. Weller 12,0.9163233277076106,Colonel E.H. Taylor Single Barrel,0.9156721241625232,Elijah Craig Barrel Proof,0.9135742099567612,Old Grand Dad 114,0.9134506600337294,Elijah Craig 18,0.9110573687832734,Old Weller Antique 107
Monkey Shoulder,0.9150384716768272,Arran 10,0.88423253981937,Chivas Regal 12,0.8828774555040867,Glenlivet 12,0.8814660269659264,Glenfiddich 12,0.8788853019503394,Glenmorangie 10 Original,0.8731273700115576,Glenkinchie 12,0.8720691496234618,Balvenie 12 Single Barrel First Fill,0.8685624327182139,Aberfeldy 12,0.867723944414087,AnCnoc 12,0.8664429943140792,Glenlivet 18,0.8661510456085761,Arran 14,0.8642911358639422,Deanston 12,0.8632374515126728,Glenfiddich 18,0.8596642924263809,Glenfiddich 15,0.8585092235928367,Compass Box Great King St. Artist's Blend,0.8571078230802411,Deanston Virgin Oak,0.8564240831698999,Dalwhinnie 15,0.854878496749367,Balvenie 15 Single Barrel,0.853780826637913,Macallan 10 Fine Oak,0.8534162340178459,Clynelish 14
Ledaig 10,0.9441345103426129,Caol Ila 12,0.9421322352132966,Longrow Peated,0.9367654694516534,Laphroaig 18,0.9333111266029326,Kilchoman Machir Bay,0.9328196434782504,Ardbeg 10,0.9236594409480947,Ardbeg Corryvreckan,0.9127123662782576,Talisker 10,0.9099247343991431,Lagavulin 8,0.9065961081341709,Laphroaig 10,0.9057050438435095,Bruichladdich Octomore 6.1,0.9010717862985183,Springbank 10,0.9009147184188192,Jura Prophecy,0.9007079709081468,Ardmore Traditional Cask Peated,0.8988522913362441,Lagavulin 16,0.8963801662963876,Lagavulin 12,0.8963247183346887,Talisker 57° North,0.8944386170798494,Bowmore 12,0.894333210967656,Laphroaig 15,0.8933387606901031,Bruichladdich Port Charlotte Scottish Barley,0.8920839043260869,Laphroaig Cairdeas 2015
GlenDronach 12 Original,0.9457914975636166,Glenmorangie Lasanta,0.9454575753327417,Glenfarclas 105 Cask Strength,0.9421272034452014,Glenfarclas 12,0.9290375608039614,Macallan 12 Sherry,0.9287252973473615,GlenDronach 15 Revival,0.9232096877211811,Aberlour 12 Non Chill Filtered,0.92233047982256,Macallan Sherry Cask Strength,0.9117931979161076,Dalmore 15,0.9045990242753157,Aberlour 12 Double Cask Matured,0.9019475136939977,Auchentoshan Three Wood,0.900980599107865,Aberlour 10,0.9007824272868419,Macallan 18 Sherry,0.9006488591173988,Aberlour 16,0.8992733812784869,Balvenie 15 Single Barrel Sherry Cask,0.8984355165210248,GlenDronach Cask Strength,0.8977186958879781,BenRiach 12 Sherry Matured,0.8976682504076186,Glenfarclas 17,0.896387205036219,Glenfarclas 15,0.8945988502457707,Balvenie 12 Doublewood,0.8900974850683618,Dalmore 12
AnCnoc 12,0.9354238482368346,Glenkinchie 12,0.9207720572421331,Speyburn 10,0.9204523012853595,Dalwhinnie 15,0.9199255184580903,Glenmorangie 10 Original,0.9177961381434494,Cragganmore 12,0.909209245520763,Compass Box Great King St. Artist's Blend,0.9068348290235215,Glenlivet 12,0.8954709133663954,Arran 10,0.8838230153840059,Monkey Shoulder,0.8758897547979307,Glenfiddich 12,0.8755685862665404,Tobermory 10,0.8733677873586836,Deanston 12,0.8732108661578213,Arran 14,0.872580859471241,Clynelish 14,0.8720456413321306,Deanston Virgin Oak,0.8711540545061145,Cardhu 12,0.8687402849191619,Chivas Regal 12,0.8658000713416443,Aberfeldy 12,0.8640331558816357,Oban 14,0.8594682830600989,Glenmorangie 18
Aberlour 12 Non Chill Filtered,0.9392724325477857,Glenfarclas 12,0.933722000382755,Aberlour A'bunadh batch #45,0.929609642094939,Glenfarclas 105 Cask Strength,0.9220024719651809,Macallan Sherry Cask Strength,0.9209474534372177,Macallan 12 Sherry,0.9199262053103594,Aberlour 12 Double Cask Matured,0.9192620537484018,GlenDronach 15 Revival,0.9157431292169684,Glenmorangie Lasanta,0.9153356038417786,Aberlour 16,0.9128275439970732,GlenDronach 12 Original,0.891640992804174,Macallan 18 Sherry,0.8916114067897306,Aberlour 18,0.8858190747289824,Balvenie 15 Single Barrel Sherry Cask,0.8854160449223819,Glenfiddich 15,0.8851981229212311,Aberlour 10,0.8840505302500394,Auchentoshan Three Wood,0.880330723368907,Glenfarclas 17,0.8783982040473957,Glenfarclas 15,0.878165265546252,BenRiach 12 Sherry Matured,0.8774759592265411,Dalmore 12
W.L. Weller 12,0.9504611765452261,Maker's Mark 46,0.944317461981607,Eagle Rare 10,0.9383612501815723,Elmer T. Lee,0.9310968019189174,Colonel E.H. Taylor Small Batch,0.9308481189053538,Henry McKenna 10 Single Barrel,0.9285097879869232,W.L. Weller Special Reserve,0.9257656207467511,Blanton's Original Single Barrel,0.9241395137672637,Elijah Craig 12,0.9214243560190507,Maker's Mark Cask Strength,0.9212371916360897,Maker's Mark,0.9189745480587724,Larceny Small Batch Bourbon,0.9186593024141272,Buffalo Trace,0.9177576564541859,Van Winkle Special Reserve 12 Lot B,0.9166999663586757,Old Weller Antique 107,0.9146365391113835,Rebel Yell 10 Single Barrel,0.9119842262565959,Booker's Bourbon,0.9092723227043842,Wild Turkey 101,0.9062172647993083,Wild Turkey Rare Breed,0.905838899915571,1792 Sweet Wheat,0.905572316150276,Blanton's Straight from the Barrel
Chivas Regal 12,0.9021789977485617,Glenlivet 12,0.9005077482041264,Glenmorangie 10 Original,0.8947036601925887,Dewar's 12,0.8833477595526114,Monkey Shoulder,0.8800557348791629,Glenfiddich 12,0.8761867276568202,Hibiki Japanese Harmony,0.8712241909269244,Jameson,0.8680078785843437,Dalwhinnie 15,0.8660559386705126,Johnnie Walker Gold Label,0.8646409512967468,Aberfeldy 12,0.863888428466616,Famous Grouse,0.8613789377159856,Arran 10,0.859529120618443,Glenkinchie 12,0.8545669188641337,Cardhu 12,0.8509681180753319,Dewar's White Label,0.8493758615746244,Speyburn 10,0.8472379905175513,Tomatin 12,0.8461410349659804,Cragganmore 12,0.8456835399285116,Compass Box Great King St. Artist's Blend,0.8429034478721215,Glenlivet 16 Nadurra
Lagavulin 12,0.9620610809066205,Laphroaig 18,0.9587591065431628,Lagavulin 16,0.9489362461760745,Laphroaig Quarter Cask,0.9380414785559422,Caol Ila 12,0.9353978190194386,Ardbeg 10,0.9339521960405117,Laphroaig 10,0.9320421733085212,Ardbeg Ardbog,0.93064473914982,Ardbeg Galileo,0.9305353420254221,Ardbeg Uigeadail,0.928336410099127,Kilchoman Machir Bay,0.9260033042727248,Finlaggan Old Reserve,0.9254412500608645,Ardbeg Corryvreckan,0.9157425340447454,Highland Park 12,0.9154159924119519,Laphroaig 10 Cask Strength,0.9104953351787888,Lagavulin 8,0.9088672875648166,Laphroaig Triplewood,0.9070756267298083,Springbank 10,0.9049999111015685,Bruichladdich Port Charlotte Scottish Barley,0.9008658700256099,Bruichladdich Octomore 6.1,0.8999908411521571,Talisker 18
Glenfiddich 18,0.942546599956505,Glenfiddich 15,0.9352898741508578,Glenlivet 15 French Oak Reserve,0.9316558046410988,Glenlivet 18,0.911399426373239,Glenlivet 16 Nadurra,0.8965429454515947,Glenfarclas 12,0.8952414118733294,Aberlour 16,0.8915742082865229,Balvenie 12 Doublewood,0.8842522127234967,Aberlour 12 Double Cask Matured,0.8772578032598645,Macallan 10 Fine Oak,0.8722302360642137,Glenfiddich 12,0.8696584511609794,Glenfarclas 25,0.8683122500460175,Monkey Shoulder,0.8673903532042841,Auchentoshan Three Wood,0.863374238824056,Balvenie 15 Single Barrel,0.8615368174518432,Tomatin 12,0.8614861283968305,Glenmorangie 18,0.8598037147596926,Macallan 18 Sherry,0.8591326846586809,Glenfarclas 17,0.8585367979287237,Balvenie 17 Doublewood,0.8582979749717569,Clynelish 14
